Year,Position,Song Title,Artist,Loudness
1959,23,If I Were A Carpenter,Bobby Darin,-14.093
1959,24,Don't Mess With Bill,Marvelettes,-10.398
1959,25,"Cherry, Cherry",Neil Diamond,-4.157
1959,26,Working In The Coal Mine,Lee Dorsey,-8.571
1959,27,Message To Michael,Dionne Warwick,-15.298
1959,28,Love Is A Hurtin' Thing,Lou Rawls,-10.693
1959,29,Barbara Ann,Beach Boys,-3.659
1959,30,Gloria,Shadows Of Knight,-10.549
1959,31,My World Is Empty Without You,Supremes,-8.617
1959,32,Rainy Day Women #12 And 35,Bob Dylan,-7.378
1959,33,Guantanamera,Sandpipers,-14.603
1959,34,"Land Of 1,000 Dances",Wilson Pickett,-4.982
1959,35,Oh How Happy,Shades Of Blue,-11.35
1959,36,Woman,Peter and Gordon,-9.217
1959,37,You Baby,Turtles,-5.706
1959,38,Five O'clock World,Vogues,-11.501
1959,39,Black Is Black,Los Bravos,-5.931
1959,40,Nowhere Man,Beatles,-9.589
1959,41,Dandy,Herman's Hermits,-8.558
1959,42,Baby Scratch My Back,Slim Harpo,-9.741
1959,43,She's Just My Style,Gary Lewis and The Playboys,-9.327
1959,44,The More I See You,Chris Montez,-12.035
1959,45,I Fought The Law,Bobby Fuller Four,-5.497
1959,46,Yellow Submarine,Beatles,-9.873
1959,47,Hungry,Paul Revere and The Raiders,-9.699
1959,48,Zorba The Greek,Herb Alpert and The Tijuana Brass,-12.702
1959,49,Shapes Of Things,Yardbirds,-9.216
1959,50,634-5789,Wilson Pickett,-11.92
1959,51,Too Young,Nat King Cole,-14.45
1959,52,Because Of You,Tony Bennett,-10.768
1959,53,How High The Moon,Les Paul and Mary Ford,-8.198
1959,54,Come On-a My House,Rosemary Clooney,-8.56
1959,55,Be My Love,Mario Lanza,-18.135
1959,56,On Top Of Old Smoky,Weavers,-8.893
1959,57,"Cold, Cold Heart",Tony Bennett,-14.082
1959,58,If,Perry Como,-12.024
1959,59,Loveliest Night Of The Year,Mario Lanza,-9.856
1959,60,Tennessee Waltz,Patti Page,-12.619
1959,61,Jezebel,Frankie Laine,-16.424
1959,62,I Get Ideas,Tony Martin,-10.461
1959,63,Mockin' Bird Hill,Les Paul and Mary Ford,
1959,64,Mockin' Bird Hill,Patti Page,-13.995
1959,65,My Heart Cries For You,Guy Mitchell and Mitch Miller,
1959,66,(It's No) Sin,Eddy Howard,-14.538
1959,67,Sound Off,Vaughn Monroe,-9.377
1959,68,Sweet Violets,Dinah Shore,-9.023
1959,69,The World Is Waiting For The Sunrise,Les Paul and Mary Ford,-13.382
1959,70,"My Truly, Truly Fair",Guy Mitchell and Mitch Miller,-12.112
1959,71,(It's No) Sin,Four Aces and Al Alberta,
1959,72,Aba Daba Honeymoon,Debbie Reynolds and Carleton Carpenter,-5.247
1959,73,"Rose, Rose I Love You",Frankie Laine,-14.154
1959,74,Down Yonder,Del Wood,-9.647
1959,75,I Apologize,Billy Eckstine,-18.866
1959,76,Would I Love You,Patti Page,-11.423
1959,77,You're Just In Love,Perry Como and The Fontane Sisters,-12.363
1959,78,Undecided,Ames Brothers and Les Brown,
1959,79,The Thing,Phil Harris,-9.136
1959,80,Because Of You,Les Baxter,-12.894
1959,81,Physical,Olivia Newton-John,-11.353
1959,82,Eye Of The Tiger,Survivor,-9.249
1959,83,I Love Rock N' Roll,Joan Jett and The Blackhearts,-5.025
1959,84,Ebony And Ivory,Paul McCartney and Stevie Wonder,-11.573
1959,85,Centerfold,J. Geils Band,-12.244
1959,86,Don't You Want Me,Human League,-8.125
1959,87,Jack And Diane,John Cougar,-8.189
1959,88,Hurts So Good,John Cougar,-5.321
1959,89,Abracadabra,Steve Miller Band,-13.261
1959,90,Hard To Say I'm Sorry,Chicago,-7.068
1959,91,Tainted Love,Soft Cell,-9.931
1959,92,Chariots Of Fire,Vangelis,-13.317
1959,93,Harden My Heart,Quarterflash,-12.872
1959,94,Rosanna,Toto,-13.035
1959,95,I Can't Go For That,Daryl Hall and John Oates,-9.506
1959,96,867-5309 (Jenny),Tommy Tutone,-10.039
1959,97,Key Largo,Bertie Higgins,-6.829
1959,98,You Should Hear How She Talks About You,Melissa Manchester,-6.516
1959,99,Waiting For A Girl Like You,Foreigner,-9.286
1959,100,Don't Talk To Strangers,Rick Springfield,-9.472
1960,1,The Sweetest Thing,Juice Newton,-14.373
1960,2,Always On My Mind,Willie Nelson,-13.868
1960,3,Shake It Up,Cars,-7.466
1960,4,Let It Whip,Dazz Band,-4.456
1960,5,We Got The Beat,Go-Go's,-5.61
1960,6,The Other Woman,Ray Parker Jr.,-10.713
1960,7,Turn Your Love Around,George Benson,-13.655
1960,8,Sweet Dreams,Air Supply,-6.856
1960,9,Only The Lonely,Motels,-16.631
1960,10,Who Can It Be Now?,Men At Work,-4.04
1960,11,Hold Me,Fleetwood Mac,-8.155
1960,12,Eye In The Sky,Alan Parsons Project,-12.643
1960,13,Let's Groove,"Earth, Wind and Fire",-8.698
1960,14,Open Arms,Journey,-13.214
1960,15,Leader Of The Band,Dan Fogelberg,-14.363
1960,16,Leather And Lace,Stevie Nicks and Don Henley,-7.178
1960,17,Even The Nights Are Better,Air Supply,-8.467
1960,18,I've Never Been To Me,Charlene,-9.618
1960,19,'65 Love Affair,Paul Davis,-4.247
1960,20,Heat Of The Moment,Asia,-7.31
1960,21,Take It Easy On Me,Little River Band,-10.4
1960,22,Pac-Man Fever,Buckner and Garcia,-6.744
1960,23,That Girl,Stevie Wonder,-9.554
1960,24,Private Eyes,Daryl Hall and John Oates,-6.889
1960,25,Trouble,Lindsey Buckingham,-12.91
1960,26,Making Love,Roberta Flack,-25.487
1960,27,Love's Been A Little Bit Hard On Me,Juice Newton,-10.721
1960,28,Young Turks,Rod Stewart,-8.783
1960,29,Freeze-Frame,J. Geils Band,-12.244
1960,30,Keep The Fire Burnin',REO Speedwagon,-6.037
1960,31,Do You Believe In Love,Huey Lewis and The News,-10.948
1960,32,Cool Night,Paul Davis,-5.236
1960,33,Caught Up In You,38 Special,-8.513
1960,34,Why Do Fools Fall In Love?,Diana Ross,-5.463
1960,35,Love In The First Degree,Alabama,-11.162
1960,36,Hooked On Classics,Royal Philharmonic Orchestra,-15.153
1960,37,Wasted On The Way,"Crosby, Stills and Nash",-13.87
1960,38,Think I'm In Love,Eddie Money,-10.815
1960,39,Love Is In Control,Donna Summer,-2.772
1960,40,Personally,Karla Bonoff,-10.229
1960,41,Owe Hundred Ways,Quincy Jones,
1960,42,Blue Eyes,Elton John,-17.097
1960,43,Our Lips Are Sealed,Go-Go's,-7.101
1960,44,You Could Have Been Wih Me,Sheena Easton,
1960,45,You Can Do Magic,America,-12.516
1960,46,Did It In A Minute,Daryl Hall and John Oates,-10.06
1960,47,I Ran,A Flock Of Seagulls,-6.208
1960,48,Somebody's Baby,Jackson Browne,-7.822
1960,49,Oh No,Commodores,-17.035
1960,50,Take It Away,Paul McCartney,-8.954
1960,51,It's Gonna Take A Miracle,Deneice Williams,
1960,52,Love Will Turn You Around,Kenny Rogers,-15.938
1960,53,Don't Stop Believin',Journey,-9.072
1960,54,Comin' In And Out Of Your Life,Barbra Streisand,-8.722
1960,55,Gloria,Laura Branigan,-3.598
1960,56,Empty Garden,Elton John,-13.451
1960,57,Yesterday's Songs,Neil Diamond,-6.957
1960,58,Crimson And Clover,Joan Jett and The Blackhearts,-5.201
1960,59,Every Little Thing She Does Is Magic,Police,-10.123
1960,60,Here I Am,Air Supply,-8.453
1960,61,I Keep Forgettin',Michael McDonald,-13.865
1960,62,Get Down On It,Kool and The Gang,-6.344
1960,63,Any Day Now,Ronnie Milsap,-7.971
1960,64,Make A Move On Me,Olivia Newton-John,-13.009
1960,65,Take My Heart,Kool and The Gang,-15.919
1960,66,Mirror Mirror,Diana Ross,-5.797
1960,67,Vacation,Go-Go's,-10.834
1960,68,(Oh) Pretty Woman,Van Halen,-2.1
1960,69,Should I Do It,Pointer Sisters,-4.636
1960,70,Hot In The City,Billy Idol,-5.558
1960,71,Kids In America,Kim Wilde,-2.333
1960,72,Man On Your Mind,Little River Band,-10.365
1960,73,What's Forever For,Michael Murphy,-14.623
1960,74,Waiting On A Friend,Rolling Stones,-5.982
1960,75,Do I Do,Stevie Wonder,-16.586
1960,76,Working For The Weekend,Loverboy,-12.768
1960,77,Goin' Down,Greg Guidry,
1960,78,Arthur's Theme,Christopher Cross,-11.169
1960,79,Through The Years,Kenny Rogers,-11.455
1960,80,Edge Of Seventeen,Stevie Nicks,-6.28
1960,81,Sugar Shack,Jimmy Gilmer and The Fireballs,-7.484
1960,82,Surfin' U.S.A.,Beach Boys,-5.968
1960,83,The End Of The World,Skeeter Davis,-10.674
1960,84,Rhythm Of The Rain,Cascades,-8.337
1960,85,He's So Fine,Chiffons,-3.265
1960,86,Blue Velvet,Bobby Vinton,-9.803
1960,87,Hey Paula,Paul and Paula,-8.062
1960,88,Fingertips II,Little Stevie Wonder,-11.964
1960,89,Washington Square,Village Stompers,-12.197
1960,90,It's All Right,Impressions,-12.319
1960,91,Can't Get Used To Losing You,Andy Williams,-14.579
1960,92,My Boyfriend's Back,Angels,-6.041
1960,93,Sukiyaki,Kyu Sakamoto,-11.094
1960,94,She's A Fool,Lesley Gore,-6.435
1960,95,So Much In Love,Tymes,-10.308
1960,96,Puff (The Magic Dragon),"Peter, Paul and Mary",-16.273
1960,97,Blowin' In The Wind,"Peter, Paul and Mary",-17.77
1960,98,I'm Leaving It Up To You,Dale and Grace,-12.042
1960,99,Deep Purple,Nino Tempo and April Stevens,-12.472
1960,100,Wipe Out,Surfaris,-13.642
1961,1,I Love You Because,Al Martino,-12.748
1961,2,Wild Weekend,Rebels,-5.658
1961,3,You're The Reason I'm Living,Bobby Darin,-12.807
1961,4,Walk Like A Man,Four Seasons,-10.364
1961,5,Mockingbird,Inez Foxx,-7.627
1961,6,I Will Follow Him,Little Peggy March,-10.892
1961,7,Pipeline,Chantays,-16.43
1961,8,Surf City,Jan and Dean,-13.913
1961,9,It's My Party,Lesley Gore,-11.662
1961,10,Blame It On The Bossa Nova,Eydie Gorme,-15.838
1961,11,You Can't Sit Down,Dovells,-6.342
1961,12,Heat Wave,Martha and The Vandellas,-9.186
1961,13,Denise,Randy and The Rainbows,-9.841
1961,14,Walk Right In,Rooftop Singers,-10.426
1961,15,If You Wanna Be Happy,Jimmy Soul,-8.34
1961,16,Surfer Girl,Beach Boys,-8.364
1961,17,If I Had A Hammer,Trini Lopez,-8.937
1961,18,Everybody,Tommy Roe,-9.196
1961,19,Easier Said Than Done,Essex,-6.8
1961,20,Ruby Baby,Dion,-10.301
1961,21,Maria Elena,Los Indios Tabajaras,-19.132
1961,22,Our Day Will Come,Ruby and The Romantics,-7.592
1961,23,I Can't Stay Mad At You,Skeeter Davis,-8.507
1961,24,"Hello, Stranger",Barbara Lewis,-23.883
1961,25,Be My Baby,Ronettes,-7.032
1961,26,Mean Woman Blues,Roy Orbison,-6.117
1961,27,South Street,Orlons,-6.084
1961,28,Days Of Wine And Roses,Henry Mancini,-20.085
1961,29,The Monkey Time,Major Lance,-8.127
1961,30,Candy Girl,Four Seasons,-8.163
1961,31,Still,Bill Anderson,-18.9
1961,32,Blue On Blue,Bobby Vinton,-10.065
1961,33,Cry Baby,Garnet Mimms and The Enchanters,-10.528
1961,34,Two Faces Have I,Lou Christie,-8.086
1961,35,Busted,Ray Charles,-13.522
1961,36,Da Doo Ron Ron,Crystals,-7.533
1961,37,Foolish Little Girl,Shirelles,-12.01
1961,38,Memphis,Lonnie Mack,-8.416
1961,39,In Dreams,Roy Orbison,-9.99
1961,40,More,Kai Winding,-12.065
1961,41,Fools Rush In,Rick Nelson,-10.116
1961,42,Losing You,Brenda Lee,-9.288
1961,43,Our Winter Love,Bill Pursell,-18.548
1961,44,I Wanna Be Around,Tony Bennett,-13.707
1961,45,You've Really Got A Hold On Me,Miracles,-8.459
1961,46,Sally Go 'Round The Roses,Jaynetts,-12.583
1961,47,Little Red Rooster,Sam Cooke,-7.719
1961,48,Then He Kissed Me,Crystals,-7.416
1961,49,(You're The) Devil In Disguise,Elvis Presley,-7.633
1961,50,Those Lazy Hazy Crazy Days Of Summer,Nat King Cole,-5.254
1961,51,Baby Workout,Jackie Wilson,-2.346
1961,52,Pride And Joy,Marvin Gaye,-7.881
1961,53,Walking The Dog,Rufus Thomas,-11.076
1961,54,From A Jack To A King,Ned Miller,-2.983
1961,55,Up On The Roof,Drifters,-6.182
1961,56,What Will My Mary Say,Johnny Mathis,-9.552
1961,57,Mama Didn't Lie,Jan Bradley,-5.136
1961,58,The Night Has A Thousand Eyes,Bobby Vee,-10.343
1961,59,Don't Say Nothin' Bad About My Baby,Cookies,-7.138
1961,60,Ring Of Fire,Johnny Cash,-8.189
1961,61,Just One Look,Doris Troy,-15.419
1961,62,"Hello Muddah, Hello Fadduh! (A Letter From Camp)",Allan Sherman,-13.186
1961,63,Judy's Turn To Cry,Lesley Gore,-12.415
1961,64,"Tie Me Kangaroo Down, Sport",Rolf Harris,-14.916
1961,65,Mickey's Monkey,Miracles,-7.013
1961,66,"Donna, The Prima Donna",Dion,-7.729
1961,67,"That Sunday, That Summer",Nat King Cole,-9.914
1961,68,Another Saturday Night,Sam Cooke,-7.74
1961,69,"Painted, Tainted Rose",Al Martino,-13.268
1961,70,(Down At) Papa Joe's,Dixiebelles With Cornbread and Jerry,
1961,71,Go Away Little Girl,Steve Lawrence,-14.145
1961,72,Take These Chains From My Heart,Ray Charles,-10.315
1961,73,Talk To Me,Sunny and The Sunglows,-7.053
1961,74,Come And Get These Memories,Martha and The Vandellas,-7.214
1961,75,Bossa Nova Baby,Elvis Presley,-9.839
1961,76,Do The Bird,Dee Dee Sharp,-7.193
1961,77,Shut Down,Beach Boys,-9.821
1961,78,One Fine Day,Chiffons,-2.685
1961,79,500 Miles Away From Home,Bobby Bare,-13.115
1961,80,Little Town Flirt,Del Shannon,-6.851
1961,81,Thrift Shop,Macklemore and Ryan Lewis feat. Wanz,-6.985
1961,82,Blurred Lines,Robin Thicke feat. T.I. and Pharrell,-11.79
1961,83,Radioactive,Imagine Dragons,-3.686
1961,84,Harlem Shake,Baauer,-5.151
1961,85,Can't Hold Us,Macklemore and Ryan Lewis feat. Ray Dalton,-4.457
1961,86,Mirrors,Justin Timberlake,-5.7
1961,87,Just Give Me A Reason,P!nk feat. Nate Ruess,-5.779
1961,88,When I Was Your Man,Bruno Mars,-8.648
1961,89,Cruise,Florida Georgia Line feat. Nelly,-8.206
1961,90,Roar,Katy Perry,-4.821
1961,91,Locked Out Of Heaven,Bruno Mars,-4.165
1961,92,Ho Hey,Lumineers,-9.074
1961,93,Stay,Rihanna feat. Mikky Ekko,-12.685
1961,94,Get Lucky,Daft Punk feat. Pharrell Williams,-8.966
1961,95,Royals,Lorde,-9.546
1961,96,I Knew You Were Trouble,Taylor Swift,-6.745
1961,97,We Can't Stop,Miley Cyrus,-5.794
1961,98,Wrecking Ball,Miley Cyrus,-6.262
1961,99,Wake Me Up!,Avicii,-5.659
1961,100,Suit and Tie,Justin Timberlake feat. Jay Z,-4.99
1962,1,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,-8.766
1962,2,Holy Grail,Jay Z feat. Justin Timberlake,-12.217
1962,3,Scream and Shout,will.i.am and Britney Spears,-6.849
1962,4,Clarity,Zedd feat. Foxes,-4.87
1962,5,Sail,AWOLNATION,-9.582
1962,6,Don't You Worry Child,Swedish House Mafia feat. John Martin,-3.145
1962,7,Diamonds,Rihanna,-4.91
1962,8,I Love It,Icona Pop feat. Charli XCX,-2.671
1962,9,Safe And Sound,Capital Cities,-4.838
1962,10,Treasure,Bruno Mars,-5.28
1962,11,The Way,Ariana Grande feat. Mac Miller,-11.575
1962,12,Started From The Bottom,Drake,-7.829
1962,13,Come and Get It,Selena Gomez,-4.1
1962,14,"Hold On, We're Going Home",Drake feat. Majid Jordan,-10.722
1962,15,Daylight,Maroon 5,-5.511
1962,16,Feel This Moment,Pitbull feat. Christina Aguilera,-2.931
1962,17,Applause,Lady Gaga,-4.287
1962,18,One More Night,Maroon 5,-3.439
1962,19,Love Me,Lil Wayne feat. Drake and Future,-14.411
1962,20,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,-4.341
1962,21,F**kin Problems,"A$AP Rocky feat. Drake, 2 Chainz and Kendrick Lamar",-10.236
1962,22,Beauty And A Beat,Justin Bieber feat. Nicki Minaj,-2.541
1962,23,Same Love,Macklemore and Ryan Lewis feat. Mary Lambert,-9.059
1962,24,Sweet Nothing,Calvin Harris feat. Florence Welch,-3.942
1962,25,Summertime Sadness,Lana Del Rey and Cedric Gervais,-10.567
1962,26,Home,Phillip Phillips,-6.02
1962,27,It's Time,Imagine Dragons,-4.748
1962,28,Power Trip,J. Cole feat. Miguel,-23.923
1962,29,Girl On Fire,Alicia Keys feat. Nicki Minaj,-6.38
1962,30,Heart Attack,Demi Lovato,-4.802
1962,31,Love Somebody,Maroon 5,-6.303
1962,32,I Will Wait,Mumford and Sons,-5.208
1962,33,Try,P!nk,-7.072
1962,34,Wagon Wheel,Darius Rucker,-7.138
1962,35,Gangnam Style,Psy,-2.812
1962,36,I Need Your Love,Calvin Harris feat. Ellie Goulding,-5.066
1962,37,Die Young,Ke$ha,-4.805
1962,38,Some Nights,fun.,-7.045
1962,39,Bad,Wale feat. Tiara Thomas or Rihanna,
1962,40,Boys 'Round Here,Blake Shelton feat. Pistol Annies and Friends,-6.369
1962,41,"Gone, Gone, Gone",Phillip Phillips,-5.981
1962,42,Demons,Imagine Dragons,-3.015
1962,43,Counting Stars,OneRepublic,-4.972
1962,44,I Cry,Flo Rida,-5.441
1962,45,Little Talks,Of Monsters And Men,-5.238
1962,46,The Other Side,Jason Derulo,-3.939
1962,47,Berzerk,Eminem,-4.059
1962,48,Catch My Breath,Kelly Clarkson,-5.364
1962,49,Crash My Party,Luke Bryan,-3.15
1962,50,Pour It Up,Rihanna,-8.723
1962,51,22,Taylor Swift,-6.539
1962,52,I Want Crazy,Hunter Hayes,-4.806
1962,53,The Fox,Ylvis,-4.292
1962,54,Best Song Ever,One Direction,-2.986
1962,55,The A Team,Ed Sheeran,-9.918
1962,56,Carry On,fun.,-5.769
1962,57,Highway Don't Care,Tim McGraw with Taylor Swift,
1962,58,That's My Kind Of Night,Luke Bryan,-2.84
1962,59,Swimming Pools (Drank),Kendrick Lamar,-5.892
1962,60,Sure Be Cool If You Did,Blake Shelton,-4.625
1962,61,#Beautiful,Mariah Carey feat. Miguel,-12.516
1962,62,Troublemaker,Olly Murs feat. Flo Rida,-3.65
1962,63,Body Party,Ciara,-6.299
1962,64,Adorn,Miguel,-5.693
1962,65,Hall Of Fame,Script feat. will.i.am,-5.419
1962,66,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,-6.631
1962,67,U.O.E.N.O.,Rocko feat. Future and Rick Ross,-4.792
1962,68,Next To Me,Emeli Sande,-5.117
1962,69,Mama's Broken Heart,Miranda Lambert,-4.204
1962,70,It Goes Like This,Thomas Rhett,-6.448
1962,71,Bugatti,Ace Hood feat. Future and Rick Ross,-15.639
1962,72,Wanted,Hunter Hayes,-7.692
1962,73,Downtown,Lady Antebellum,-5.287
1962,74,Get Your Shine On,Florida Georgia Line,-4.52
1962,75,#thatPOWER,will.i.am feat. Justin Bieber,-12.041
1962,76,Brave,Sara Bareilles,-3.838
1962,77,Let Her Go,Passenger,-7.346
1962,78,Runnin' Outta Moonlight,Randy Houser,-3.717
1962,79,I'm Different,2 Chainz,-5.305
1962,80,Still Into You,Paramore,-3.763
1962,81,Bad Day,Daniel Powter,-4.013
1962,82,Temperature,Sean Paul,-4.675
1962,83,Promiscuous,Nelly Furtado feat. Timbaland,-9.457
1962,84,You're Beautiful,James Blunt,-9.87
1962,85,Hips Don't Lie,Shakira feat. Wyclef Jean,-7.914
1962,86,Unwritten,Natasha Bedingfield,-6.333
1962,87,Crazy,Gnarls Barkley,-1.609
1962,88,Ridin',Chamillionaire feat. Krayzie Bone,-7.951
1962,89,Sexyback,Justin Timberlake,-5.659
1962,90,Check on It,Beyonce feat. Slim Thug,-3.794
1962,91,Be Without You,Mary J. Blige,-5.922
1962,92,Grillz,"Nelly feat. Paul Wall, Ali and Gipp",
1962,93,Over My Head (Cable Car),Fray,-4.156
1962,94,Me and U,Cassie,-4.802
1962,95,Buttons,Pussycat Dolls feat. Snoop Dogg,-13.439
1962,96,Run It!,Chris Brown,-6.684
1962,97,So Sick,Ne-Yo,-8.298
1962,98,It's Goin' Down,Yung Joc,-7.702
1962,99,SOS,Rihanna,-4.905
1962,100,I Write Sins not Tragedies,Panic! At The Disco,-4.985
1963,1,Move Along,All-American Rejects,-3.84
1963,2,London Bridge,Fergie,-5.832
1963,3,Dani California,Red Hot Chili Peppers,-4.751
1963,4,Snap Yo Fingers,Lil Jon feat. E-40 and Sean Paul Of The YoungBloodZ,
1963,5,"Lean Wit It, Rock Wit It",Dem Franchize Boyz feat. Lil Peanut and Charlay,-15.066
1963,6,What Hurts the Most,Rascal Flatts,-5.032
1963,7,How to Save a Life,Fray,-4.08
1963,8,Unfaithful,Rihanna,-8.607
1963,9,Chasing Cars,Snow Patrol,-4.571
1963,10,Lips of an Angel,Hinder,-5.344
1963,11,Everytime We Touch,Cascada,-3.707
1963,12,Ain't no Other Man,Christina Aguilera,-4.722
1963,13,"Dance, Dance",Fall Out Boy,-3.144
1963,14,Gold Digger,Kanye West feat. Jamie Foxx,-6.361
1963,15,Money Maker,Ludacris feat. Pharrell,-11.061
1963,16,Ms. New Booty,Bubba Sparxxx feat. Ying Yang Twins and Mr. ColliPark,
1963,17,(When You Gonna) Give It Up To Me,Sean Paul feat. Keyshia Cole,-3.04
1963,18,Photograph,Nickelback,-3.756
1963,19,Because Of You,Kelly Clarkson,-5.362
1963,20,Stickwitu,Pussycat Dolls,-6.299
1963,21,I'm N Luv (Wit a Stripper),T-Pain feat. Mike Jones,-10.38
1963,22,My Humps,Black Eyed Peas,-5.987
1963,23,Where'd You Go,Fort Minor feat. Holly Brook,-3.309
1963,24,Yo (Excuse Me Miss),Chris Brown,-5.899
1963,25,Walk Away,Kelly Clarkson,-4.524
1963,26,Laffy Taffy,D4L,-7.994
1963,27,What You Know,T.I.,-4.365
1963,28,Dirty Little Secret,All-American Rejects,-4.256
1963,29,Savin' Me,Nickelback,-4.088
1963,30,Don't Forget About Us,Mariah Carey,-6.816
1963,31,Sexy Love,Ne-Yo,-6.417
1963,32,U and Dat,E-40 feat. T-Pain and Kandi Girl,-7.448
1963,33,Far Away,Nickelback,-5.153
1963,34,What's Left of Me,Nick Lachey,-5.644
1963,35,So What,Field Mob feat. Ciara,-13.054
1963,36,Do it to It,Cherish feat. Sean Paul Of The YoungBloodZ,
1963,37,Black Horse and the Cherry Tree,KT Tunstall,-7.788
1963,38,There it Go! (The Whistle Song),Juelz Santana,-6.306
1963,39,Shoulder Lean!,Young Dro feat. T.I.,-7.191
1963,40,Unpredictable,Jamie Foxx feat. Ludacris,-6.604
1963,41,My Love,Justin Timberlake feat. T.I.,-5.881
1963,42,Shake That,Eminem feat. Nate Dogg,-9.927
1963,43,Pullin' Me Back,Chingy feat. Tyrese,-6.66
1963,44,Bossy,Kelis feat. Too $hort,-5.556
1963,45,Chain Hang Low,Jibbs,-6.98
1963,46,Smack That,Akon feat. Eminem,-12.871
1963,47,One Wish,Ray J,-7.22
1963,48,Sugar We're Goin' Down,Fall Out Boy,-4.741
1963,49,Gimme That,Chris Brown feat. Lil' Wayne,
1963,50,I Know You See It,Yung Joc feat. Brandy 'Ms. B.' Hambrick,-6.349
1963,51,Who Says you can't Go Home,Bon Jovi,-3.582
1963,52,Too Little Too Late,JoJo,-6.121
1963,53,Touch It,Busta Rhymes,-7.479
1963,54,Rompe,Daddy Yankee,-2.595
1963,55,Deja Vu,Beyonce feat. Jay-Z,-8.11
1963,56,Life is a Highway,Rascal Flatts,-3.848
